date,cash,total_value,market_value,unit_net_value,units,static_unit_net_value
2011-06-28,10799510.161,11576941.361,-11106160.0,1.157694,10000000.0,1.158
2011-06-29,10749006.161,11529741.361,-11153360.0,1.152974,10000000.0,1.158
2011-06-30,10680825.761,11466021.361,-11217080.0,1.146602,10000000.0,1.153
2011-07-01,10749006.161,11529741.361,-11153360.0,1.152974,10000000.0,1.147
2011-07-04,11370022.887,11370022.887,0.0,1.137002,10000000.0,1.153
2011-07-05,11370022.887,11370022.887,0.0,1.137002,10000000.0,1.137
2011-07-06,10571105.491,11366047.891,11356320.0,1.136605,10000000.0,1.137
2011-07-07,10562326.291,11356607.891,11346880.0,1.135661,10000000.0,1.137
2011-07-08,10562326.291,11356607.891,11346880.0,1.135661,10000000.0,1.136
2011-07-11,10658897.491,11460447.891,11450720.0,1.146045,10000000.0,1.136
2011-07-12,10656702.691,11458087.891,11448360.0,1.145809,10000000.0,1.146
2011-07-13,10735715.491,11543047.891,11533320.0,1.154305,10000000.0,1.146
2011-07-14,10702793.491,11507647.891,11497920.0,1.150765,10000000.0,1.154
2011-07-15,10700598.691,11505287.891,11495560.0,1.150529,10000000.0,1.151
2011-07-18,10768637.491,11578447.891,11568720.0,1.157845,10000000.0,1.151
2011-07-19,10797169.891,11609127.891,11599400.0,1.160913,10000000.0,1.158
2011-07-20,10808143.891,11620927.891,11611200.0,1.162093,10000000.0,1.161
2011-07-21,10792780.291,11604407.891,11594680.0,1.160441,10000000.0,1.162
2011-07-22,10819117.891,11632727.891,11623000.0,1.163273,10000000.0,1.16
2011-07-25,10715962.291,11521807.891,11512080.0,1.152181,10000000.0,1.163
2011-07-26,10759858.291,11569007.891,11559280.0,1.156901,10000000.0,1.152
2011-07-27,10801559.491,11613847.891,11604120.0,1.161385,10000000.0,1.157
2011-07-28,10838871.091,11653967.891,11644240.0,1.165397,10000000.0,1.161
2011-07-29,10827897.091,11642167.891,11632440.0,1.164217,10000000.0,1.165
2011-08-01,10928857.891,11750727.891,11741000.0,1.175073,10000000.0,1.164
2011-08-02,10946416.291,11769607.891,11759880.0,1.176961,10000000.0,1.175
2011-08-03,10955195.491,11779047.891,11769320.0,1.177905,10000000.0,1.177
2011-08-04,10939831.891,11762527.891,11752800.0,1.176253,10000000.0,1.178
2011-08-05,11605068.391,11605068.391,0.0,1.160507,10000000.0,1.176
2011-08-08,11605068.391,11605068.391,0.0,1.160507,10000000.0,1.161
2011-08-09,10790489.548,11601016.048,-11578950.0,1.160102,10000000.0,1.161
2011-08-10,10725487.048,11540266.048,-11639700.0,1.154027,10000000.0,1.16
2011-08-11,10702086.148,11518396.048,-11661570.0,1.15184,10000000.0,1.154
2011-08-12,10676085.148,11494096.048,-11685870.0,1.14941,10000000.0,1.152
2011-08-15,10559080.648,11384746.048,-11795220.0,1.138475,10000000.0,1.149
2011-08-16,10613682.748,11435776.048,-11744190.0,1.143578,10000000.0,1.138
2011-08-17,10535679.748,11362876.048,-11817090.0,1.136288,10000000.0,1.144
2011-08-18,10621483.048,11443066.048,-11736900.0,1.144307,10000000.0,1.136
2011-08-19,10663084.648,11481946.048,-11698020.0,1.148195,10000000.0,1.144
2011-08-22,10657884.448,11477086.048,-11702880.0,1.147709,10000000.0,1.148
2011-08-23,10644883.948,11464936.048,-11715030.0,1.146494,10000000.0,1.148
2011-08-24,10642283.848,11462506.048,-11717460.0,1.146251,10000000.0,1.146
2011-08-25,10657884.448,11477086.048,-11702880.0,1.147709,10000000.0,1.146
2011-08-26,10699486.048,11515966.048,-11664000.0,1.151597,10000000.0,1.148
2011-08-29,10782689.248,11593726.048,-11586240.0,1.159373,10000000.0,1.152
2011-08-30,10673485.048,11491666.048,-11688300.0,1.149167,10000000.0,1.159
2011-08-31,10634455.098,11432536.298,11401160.0,1.143254,10000000.0,1.149
2011-09-01,10630065.498,11427816.298,11396440.0,1.142782,10000000.0,1.143
2011-09-02,10636649.898,11434896.298,11403520.0,1.14349,10000000.0,1.143
2011-09-05,10558487.264,11351447.264,-11328000.0,1.135145,10000000.0,1.143
2011-09-06,10573638.464,11365607.264,-11313840.0,1.136561,10000000.0,1.135
2011-09-07,10494174.572,11284509.572,11290500.0,1.128451,10000000.0,1.137
2011-09-08,10441810.329,11225179.629,-11190990.0,1.122518,10000000.0,1.128
2011-09-09,10471727.529,11253139.629,-11163030.0,1.125314,10000000.0,1.123
2011-09-13,10491672.329,11271779.629,-11144390.0,1.127178,10000000.0,1.125
2011-09-14,10549013.629,11325369.629,-11090800.0,1.132537,10000000.0,1.127
2011-09-15,10588903.229,11362649.629,-11053520.0,1.136265,10000000.0,1.133
2011-09-16,10618820.429,11390609.629,-11025560.0,1.139061,10000000.0,1.136
2011-09-19,10893061.429,11646909.629,-10769260.0,1.164691,10000000.0,1.139
2011-09-20,10920485.529,11672539.629,-10743630.0,1.167254,10000000.0,1.165
2011-09-21,10865637.329,11621279.629,-10794890.0,1.162128,10000000.0,1.167
2011-09-22,11027688.829,11772729.629,-10643440.0,1.177273,10000000.0,1.162
2011-09-23,11162316.229,11898549.629,-10517620.0,1.189855,10000000.0,1.177
2011-09-26,11451515.829,12168829.629,-10247340.0,1.216883,10000000.0,1.19
2011-09-27,12048702.026,12048702.026,0.0,1.20487,10000000.0,1.217
2011-09-28,12048702.026,12048702.026,0.0,1.20487,10000000.0,1.205
2011-09-29,11202082.287,12044490.287,-12034400.0,1.204449,10000000.0,1.205
2011-09-30,11079246.287,11929690.287,-12149200.0,1.192969,10000000.0,1.204
2011-10-10,11145158.287,11991290.287,-12087600.0,1.199129,10000000.0,1.193
2011-10-11,11130178.287,11977290.287,-12101600.0,1.197729,10000000.0,1.199
2011-10-12,11046290.287,11898890.287,-12180000.0,1.189889,10000000.0,1.198
2011-10-13,11142162.287,11988490.287,-12090400.0,1.198849,10000000.0,1.19
2011-10-14,11154146.287,11999690.287,-12079200.0,1.199969,10000000.0,1.199
2011-10-17,11561602.287,12380490.287,-11698400.0,1.238049,10000000.0,1.2
2011-10-18,11828246.287,12629690.287,-11449200.0,1.262969,10000000.0,1.238
2011-10-19,11954078.287,12747290.287,-11331600.0,1.274729,10000000.0,1.263
2011-10-20,12328578.287,13097290.287,-10981600.0,1.309729,10000000.0,1.275
2011-10-21,12223718.287,12999290.287,-11079600.0,1.299929,10000000.0,1.31
2011-10-24,12690105.323,12690105.323,0.0,1.269011,10000000.0,1.3
2011-10-25,12690105.323,12690105.323,0.0,1.269011,10000000.0,1.269
2011-10-26,11797894.579,12685666.779,-12682460.0,1.268567,10000000.0,1.269
2011-10-27,11794534.779,12682526.779,-12685600.0,1.268253,10000000.0,1.269
2011-10-28,12417375.278,12417375.278,0.0,1.241738,10000000.0,1.268
2011-10-31,12417375.278,12417375.278,0.0,1.241738,10000000.0,1.242
2011-11-01,11544451.683,12413032.683,-12408300.0,1.241303,10000000.0,1.242
2011-11-02,11511709.683,12382432.683,-12438900.0,1.238243,10000000.0,1.241
2011-11-03,11558558.433,12416643.633,-12258360.0,1.241664,10000000.0,1.238
2011-11-04,12060329.727,12060329.727,0.0,1.206033,10000000.0,1.242
2011-11-07,12060329.727,12060329.727,0.0,1.206033,10000000.0,1.206
2011-11-08,11212590.117,12056111.817,12050310.0,1.205611,10000000.0,1.206
2011-11-09,11266716.117,12114311.817,12108510.0,1.211431,10000000.0,1.206
2011-11-10,11787177.186,11787177.186,0.0,1.178718,10000000.0,1.211
2011-11-11,11787177.186,11787177.186,0.0,1.178718,10000000.0,1.179
2011-11-14,10959080.711,11783057.011,11771090.0,1.178306,10000000.0,1.179
2011-11-15,10875455.111,11693137.011,11681170.0,1.169314,10000000.0,1.178
2011-11-16,10815349.211,11628507.011,11616540.0,1.162851,10000000.0,1.169
2011-11-17,10930334.411,11752147.011,11740180.0,1.175215,10000000.0,1.163
2011-11-18,10867615.211,11684707.011,11672740.0,1.168471,10000000.0,1.175
2011-11-21,11489608.717,11489608.717,0.0,1.148961,10000000.0,1.168
2011-11-22,11489608.717,11489608.717,0.0,1.148961,10000000.0,1.149
2011-11-23,10682641.037,11485594.237,-11470760.0,1.148559,10000000.0,1.149
2011-11-24,10579321.837,11389034.237,-11567320.0,1.138903,10000000.0,1.149
2011-11-25,10664408.237,11468554.237,-11487800.0,1.146855,10000000.0,1.139
2011-11-28,10545895.037,11357794.237,-11598560.0,1.135779,10000000.0,1.147
2011-11-29,11237253.695,11237253.695,0.0,1.123725,10000000.0,1.136
2011-11-30,11237253.695,11237253.695,0.0,1.123725,10000000.0,1.124
2011-12-01,10447359.393,11233323.593,11228060.0,1.123332,10000000.0,1.124
2011-12-02,10419840.693,11203733.593,11198470.0,1.120373,10000000.0,1.123
2011-12-05,10422342.393,11206423.593,11201160.0,1.120642,10000000.0,1.12
2011-12-06,10412335.593,11195663.593,11190400.0,1.119566,10000000.0,1.121
2011-12-07,10467372.993,11254843.593,11249580.0,1.125484,10000000.0,1.12
2011-12-08,10452362.793,11238703.593,11233440.0,1.12387,10000000.0,1.125
2011-12-09,10434850.893,11219873.593,11214610.0,1.121987,10000000.0,1.124
2011-12-12,10432349.193,11217183.593,11211920.0,1.121718,10000000.0,1.122
2011-12-13,10389820.293,11171453.593,11166190.0,1.117145,10000000.0,1.122
2011-12-14,10394823.693,11176833.593,11171570.0,1.117683,10000000.0,1.117
2011-12-15,10314509.456,11091058.656,-11093560.0,1.109106,10000000.0,1.118
2011-12-16,10912264.43,10912264.43,0.0,1.091226,10000000.0,1.109
2011-12-19,10912264.43,10912264.43,0.0,1.091226,10000000.0,1.091
2011-12-20,10145861.409,10908451.209,10894140.0,1.090845,10000000.0,1.091
2011-12-21,10162852.509,10926721.209,10912410.0,1.092672,10000000.0,1.091
2011-12-22,10223535.009,10991971.209,10977660.0,1.099197,10000000.0,1.093
2011-12-23,10272081.009,11044171.209,11029860.0,1.104417,10000000.0,1.099
2011-12-26,10272081.009,11044171.209,11029860.0,1.104417,10000000.0,1.104
2011-12-27,10293926.709,11067661.209,11053350.0,1.106766,10000000.0,1.104
2011-12-28,10296354.009,11070271.209,11055960.0,1.107027,10000000.0,1.107
2011-12-29,10211398.509,10978921.209,10964610.0,1.097892,10000000.0,1.107
2011-12-30,10233244.209,11002411.209,10988100.0,1.100241,10000000.0,1.098
2012-01-04,10865502.234,10865502.234,0.0,1.08655,10000000.0,1.1
2012-01-05,10865502.234,10865502.234,0.0,1.08655,10000000.0,1.087
2012-01-06,10103915.375,10861712.975,10825680.0,1.086171,10000000.0,1.087
2012-01-09,10069964.405,10825775.405,-10797300.0,1.082578,10000000.0,1.086
2012-01-10,9988429.332,10740806.832,10748250.0,1.074081,10000000.0,1.083
2012-01-11,10009772.832,10763756.832,10771200.0,1.076376,10000000.0,1.074
2012-01-12,10007401.332,10761206.832,10768650.0,1.076121,10000000.0,1.076
2012-01-13,10021630.332,10776506.832,10783950.0,1.077651,10000000.0,1.076
2012-01-16,10047716.832,10804556.832,10812000.0,1.080456,10000000.0,1.078
2012-01-17,10178149.332,10944806.832,10952250.0,1.094481,10000000.0,1.08
2012-01-18,10192378.332,10960106.832,10967550.0,1.096011,10000000.0,1.094
2012-01-19,10213721.832,10983056.832,10990500.0,1.098306,10000000.0,1.096
2012-01-20,10244551.332,11016206.832,11023650.0,1.101621,10000000.0,1.098
2012-01-30,10237436.832,11008556.832,11016000.0,1.100856,10000000.0,1.102
2012-01-31,10182892.332,10949906.832,10957350.0,1.094991,10000000.0,1.101
2012-02-01,10154434.332,10919306.832,10926750.0,1.091931,10000000.0,1.095
2012-02-02,10232693.832,11003456.832,11010900.0,1.100346,10000000.0,1.092
2012-02-03,10265894.832,11039156.832,11046600.0,1.103916,10000000.0,1.1
2012-02-06,10261151.832,11034056.832,11041500.0,1.103406,10000000.0,1.104
2012-02-07,10887442.559,10887442.559,0.0,1.088744,10000000.0,1.103
2012-02-08,10887442.559,10887442.559,0.0,1.088744,10000000.0,1.089
2012-02-09,10122638.594,10883637.294,10871410.0,1.088364,10000000.0,1.089
2012-02-10,10096756.694,10855807.294,10843580.0,1.085581,10000000.0,1.088
2012-02-13,10030388.502,10785011.602,-10780330.0,1.078501,10000000.0,1.086
2012-02-14,10054752.402,10807781.602,-10757560.0,1.080778,10000000.0,1.079
2012-02-15,10225299.702,10967171.602,-10598170.0,1.096717,10000000.0,1.081
2012-02-16,10279441.702,11017771.602,-10547570.0,1.101777,10000000.0,1.097
2012-02-17,10311926.902,11048131.602,-10517210.0,1.104813,10000000.0,1.102
2012-02-20,10255077.802,10995001.602,-10570340.0,1.0995,10000000.0,1.105
2012-02-21,10864757.441,10864757.441,0.0,1.086476,10000000.0,1.1
2012-02-22,10864757.441,10864757.441,0.0,1.086476,10000000.0,1.086
2012-02-23,10101690.96,10860961.36,-10846720.0,1.086096,10000000.0,1.086
2012-02-24,10109908.56,10868641.36,-10839040.0,1.086864,10000000.0,1.086
2012-02-27,10752167.998,10752167.998,0.0,1.075217,10000000.0,1.087
2012-02-28,10752167.998,10752167.998,0.0,1.075217,10000000.0,1.075
2012-02-29,9995905.229,10748405.229,10750000.0,1.074841,10000000.0,1.075
2012-03-01,9942430.229,10690905.229,10692500.0,1.069091,10000000.0,1.075
2012-03-02,9963564.854,10715889.854,10747500.0,1.071589,10000000.0,1.069
2012-03-05,9889164.854,10635889.854,10667500.0,1.063589,10000000.0,1.072
2012-03-06,9891489.854,10638389.854,10670000.0,1.063839,10000000.0,1.064
2012-03-07,9856614.854,10600889.854,10632500.0,1.060089,10000000.0,1.064
2012-03-08,9921714.854,10670889.854,10702500.0,1.067089,10000000.0,1.06
2012-03-09,10010064.854,10765889.854,10797500.0,1.076589,10000000.0,1.067
2012-03-12,10047264.854,10805889.854,10837500.0,1.080589,10000000.0,1.077
2012-03-13,10061214.854,10820889.854,10852500.0,1.082089,10000000.0,1.081
2012-03-14,10024014.854,10780889.854,10812500.0,1.078089,10000000.0,1.082
2012-03-15,10051914.854,10810889.854,10842500.0,1.081089,10000000.0,1.078
2012-03-16,10047264.854,10805889.854,10837500.0,1.080589,10000000.0,1.081
2012-03-19,10065864.854,10825889.854,10857500.0,1.082589,10000000.0,1.081
2012-03-20,10042614.854,10800889.854,10832500.0,1.080089,10000000.0,1.083
2012-03-21,10100739.854,10863389.854,10895000.0,1.086339,10000000.0,1.08
2012-03-22,10093764.854,10855889.854,10887500.0,1.085589,10000000.0,1.086
2012-03-23,10075164.854,10835889.854,10867500.0,1.083589,10000000.0,1.086
2012-03-26,10091439.854,10853389.854,10885000.0,1.085339,10000000.0,1.084
2012-03-27,10121664.854,10885889.854,10917500.0,1.088589,10000000.0,1.085
2012-03-28,10070514.854,10830889.854,10862500.0,1.083089,10000000.0,1.089
2012-03-29,10007869.513,10760845.513,-10756800.0,1.076085,10000000.0,1.083
2012-03-30,9997212.313,10750885.513,-10766760.0,1.075089,10000000.0,1.076
2012-04-05,9921945.909,10668656.909,10667300.0,1.066866,10000000.0,1.075
2012-04-06,9992579.409,10744606.909,10743250.0,1.074461,10000000.0,1.067
2012-04-09,9978908.409,10729906.909,10728550.0,1.072991,10000000.0,1.074
2012-04-10,9990300.909,10742156.909,10740800.0,1.074216,10000000.0,1.073
2012-04-11,9974351.409,10725006.909,10723650.0,1.072501,10000000.0,1.074
2012-04-12,10008528.909,10761756.909,10760400.0,1.076176,10000000.0,1.073
2012-04-13,9974351.409,10725006.909,10723650.0,1.072501,10000000.0,1.076
2012-04-16,10603695.057,10603695.057,0.0,1.06037,10000000.0,1.073
2012-04-17,10603695.057,10603695.057,0.0,1.06037,10000000.0,1.06
2012-04-18,9858373.654,10599987.254,-10594480.0,1.059999,10000000.0,1.06
2012-04-19,9928865.254,10665867.254,-10528600.0,1.066587,10000000.0,1.06
2012-04-20,9934086.854,10670747.254,-10523720.0,1.067075,10000000.0,1.067
2012-04-23,10017632.454,10748827.254,-10445640.0,1.074883,10000000.0,1.067
2012-04-24,10046351.254,10775667.254,-10418800.0,1.077567,10000000.0,1.075
2012-04-25,10035908.054,10765907.254,-10428560.0,1.076591,10000000.0,1.078
2012-04-26,9994135.254,10726867.254,-10467600.0,1.072687,10000000.0,1.077
2012-04-27,10048962.054,10778107.254,-10416360.0,1.077811,10000000.0,1.073
2012-05-02,10111621.254,10836667.254,-10357800.0,1.083667,10000000.0,1.078
2012-05-03,10127286.054,10851307.254,-10343160.0,1.085131,10000000.0,1.084
2012-05-04,10082902.454,10809827.254,-10384640.0,1.080983,10000000.0,1.085
2012-05-07,10174280.454,10895227.254,-10299240.0,1.089523,10000000.0,1.081
2012-05-08,10195166.854,10914747.254,-10279720.0,1.091475,10000000.0,1.09
2012-05-09,10265658.454,10980627.254,-10213840.0,1.098063,10000000.0,1.091
2012-05-10,10255215.254,10970867.254,-10223600.0,1.097087,10000000.0,1.098
2012-05-11,10359647.254,11068467.254,-10126000.0,1.106847,10000000.0,1.097
2012-05-14,10398809.254,11105067.254,-10089400.0,1.110507,10000000.0,1.107
2012-05-15,10516295.254,11214867.254,-9979600.0,1.121487,10000000.0,1.111
2012-05-16,10620727.254,11312467.254,-9882000.0,1.131247,10000000.0,1.121
2012-05-17,11206492.436,11206492.436,0.0,1.120649,10000000.0,1.131
2012-05-18,11206492.436,11206492.436,0.0,1.120649,10000000.0,1.121
2012-05-21,10420985.72,11202584.72,-11165700.0,1.120258,10000000.0,1.121
2012-05-22,10467723.32,11246264.72,-11122020.0,1.124626,10000000.0,1.12
2012-05-23,10628383.82,11396414.72,-10971870.0,1.139641,10000000.0,1.125
2012-05-24,10607936.12,11377304.72,-10990980.0,1.13773,10000000.0,1.14
2012-05-25,10575804.02,11347274.72,-11021010.0,1.134727,10000000.0,1.138
2012-05-28,11201407.402,11201407.402,0.0,1.120141,10000000.0,1.135
2012-05-29,11201407.402,11201407.402,0.0,1.120141,10000000.0,1.12
2012-05-30,10413980.131,11197490.131,-11193000.0,1.119749,10000000.0,1.12
2012-05-31,10405216.831,11189300.131,-11201190.0,1.11893,10000000.0,1.12
2012-06-01,10428585.631,11211140.131,-11179350.0,1.121114,10000000.0,1.119
2012-06-04,10609693.831,11380400.131,-11010090.0,1.13804,10000000.0,1.121
2012-06-05,11237267.591,11237267.591,0.0,1.123727,10000000.0,1.138
2012-06-06,11237267.591,11237267.591,0.0,1.123727,10000000.0,1.124
2012-06-07,10449455.65,11233347.85,11198460.0,1.123335,10000000.0,1.124
2012-06-08,10464689.05,11249727.85,11214840.0,1.124973,10000000.0,1.123
2012-06-11,10502772.55,11290677.85,11255790.0,1.129068,10000000.0,1.125
2012-06-12,10444377.85,11227887.85,11193000.0,1.122789,10000000.0,1.129
2012-06-13,10449455.65,11233347.85,11198460.0,1.123335,10000000.0,1.123
2012-06-14,10469766.85,11255187.85,11220300.0,1.125519,10000000.0,1.123
2012-06-15,10500233.65,11287947.85,11253060.0,1.128795,10000000.0,1.126
2012-06-18,10518005.95,11307057.85,11272170.0,1.130706,10000000.0,1.129
2012-06-19,10510389.25,11298867.85,11263980.0,1.129887,10000000.0,1.131
2012-06-20,10553550.55,11345277.85,11310390.0,1.134528,10000000.0,1.13
2012-06-21,10490078.05,11277027.85,11242140.0,1.127703,10000000.0,1.135
2012-06-25,10462150.15,11246997.85,11212110.0,1.1247,10000000.0,1.128
2012-06-26,10375655.57,11154579.17,-11127480.0,1.115458,10000000.0,1.125
2012-06-27,10413629.87,11190069.17,-11091990.0,1.119007,10000000.0,1.115
2012-06-28,10349365.67,11130009.17,-11152050.0,1.113001,10000000.0,1.119
2012-06-29,10399024.37,11176419.17,-11105640.0,1.117642,10000000.0,1.113
2012-07-02,10469130.77,11241939.17,-11040120.0,1.124194,10000000.0,1.118
2012-07-03,10369813.37,11149119.17,-11132940.0,1.114912,10000000.0,1.124
2012-07-04,10337681.27,11119089.17,-11162970.0,1.111909,10000000.0,1.115
2012-07-05,10323075.77,11105439.17,-11176620.0,1.110544,10000000.0,1.112
2012-07-06,10337681.27,11119089.17,-11162970.0,1.111909,10000000.0,1.111
2012-07-09,10451604.17,11225559.17,-11056500.0,1.122556,10000000.0,1.112
2012-07-10,10612264.67,11375709.17,-10906350.0,1.137571,10000000.0,1.123
2012-07-11,10623949.07,11386629.17,-10895430.0,1.138663,10000000.0,1.138
2012-07-12,10646535.994,11395456.894,-10698870.0,1.139546,10000000.0,1.139
2012-07-13,10582271.794,11335396.894,-10758930.0,1.13354,10000000.0,1.14
2012-07-16,10734168.994,11477356.894,-10616970.0,1.147736,10000000.0,1.134
2012-07-17,10815959.794,11553796.894,-10540530.0,1.15538,10000000.0,1.148
2012-07-18,10807196.494,11545606.894,-10548720.0,1.154561,10000000.0,1.155
2012-07-19,10921119.394,11652076.894,-10442250.0,1.165208,10000000.0,1.155
2012-07-20,11140201.894,11856826.894,-10237500.0,1.185683,10000000.0,1.165
2012-07-23,11303783.494,12009706.894,-10084620.0,1.200971,10000000.0,1.186
2012-07-24,11259966.994,11968756.894,-10125570.0,1.196876,10000000.0,1.201
2012-07-25,11277493.594,11985136.894,-10109190.0,1.198514,10000000.0,1.197
2012-07-26,11230755.994,11941456.894,-10152870.0,1.194146,10000000.0,1.199
2012-07-27,11820472.046,11820472.046,0.0,1.182047,10000000.0,1.194
2012-07-30,11820472.046,11820472.046,0.0,1.182047,10000000.0,1.182
2012-07-31,10989894.915,11816340.115,-11806360.0,1.181634,10000000.0,1.182
2012-08-01,11220982.815,12032310.115,-11590390.0,1.203231,10000000.0,1.182
2012-08-02,11331503.115,12135600.115,-11487100.0,1.21356,10000000.0,1.203
2012-08-03,11324804.915,12129340.115,-11493360.0,1.212934,10000000.0,1.214
2012-08-06,11291313.915,12098040.115,-11524660.0,1.209804,10000000.0,1.213
2012-08-07,11274568.415,12082390.115,-11540310.0,1.208239,10000000.0,1.21
2012-08-08,11341550.415,12144990.115,-11477710.0,1.214499,10000000.0,1.208
2012-08-09,11261172.015,12069870.115,-11552830.0,1.206987,10000000.0,1.214
2012-08-10,11160699.015,11975970.115,-11646730.0,1.197597,10000000.0,1.207
2012-08-13,11287964.815,12094910.115,-11527790.0,1.209491,10000000.0,1.198
2012-08-14,11344899.515,12148120.115,-11474580.0,1.214812,10000000.0,1.209
2012-08-15,11334852.215,12138730.115,-11483970.0,1.213873,10000000.0,1.215
2012-08-16,11368343.215,12170030.115,-11452670.0,1.217003,10000000.0,1.214
2012-08-17,11478863.515,12273320.115,-11349380.0,1.227332,10000000.0,1.217
2012-08-20,11542496.415,12332790.115,-11289910.0,1.233279,10000000.0,1.227
2012-08-21,11596082.015,12382870.115,-11239830.0,1.238287,10000000.0,1.233
2012-08-22,11709951.415,12489290.115,-11133410.0,1.248929,10000000.0,1.238
2012-08-23,11760187.915,12536240.115,-11086460.0,1.253624,10000000.0,1.249
2012-08-24,11870708.215,12639530.115,-10983170.0,1.263953,10000000.0,1.254
2012-08-27,11857311.815,12627010.115,-10995690.0,1.262701,10000000.0,1.264
2012-08-28,12051559.615,12808550.115,-10814150.0,1.280855,10000000.0,1.263
2012-08-29,12091748.815,12846110.115,-10776590.0,1.284611,10000000.0,1.281
2012-08-30,12111843.415,12864890.115,-10757810.0,1.286489,10000000.0,1.285
2012-08-31,12198920.015,12946270.115,-10676430.0,1.294627,10000000.0,1.286
2012-09-03,12399866.015,13134070.115,-10488630.0,1.313407,10000000.0,1.295
2012-09-04,12630953.915,13350040.115,-10272660.0,1.335004,10000000.0,1.313
2012-09-05,12811805.315,13519060.115,-10103640.0,1.351906,10000000.0,1.335
2012-09-06,13380886.478,13380886.478,0.0,1.338089,10000000.0,1.352
2012-09-07,13380886.478,13380886.478,0.0,1.338089,10000000.0,1.338
2012-09-10,12441112.856,13376210.656,13358540.0,1.337621,10000000.0,1.338
2012-09-11,13234063.629,13234063.629,0.0,1.323406,10000000.0,1.338
2012-09-12,13234063.629,13234063.629,0.0,1.323406,10000000.0,1.323
2012-09-13,12303146.371,13229431.871,13232650.0,1.322943,10000000.0,1.323
2012-09-14,12680707.771,13635411.871,13638630.0,1.363541,10000000.0,1.323
2012-09-17,12655774.471,13608601.871,13611820.0,1.36086,10000000.0,1.364
2012-09-18,12755507.671,13715841.871,13719060.0,1.371584,10000000.0,1.361
2012-09-19,12954974.071,13930321.871,13933540.0,1.393032,10000000.0,1.372
2012-09-20,13332003.243,13332003.243,0.0,1.3332,10000000.0,1.393
2012-09-21,13332003.243,13332003.243,0.0,1.3332,10000000.0,1.333
2012-09-24,12394822.722,13327340.322,13321680.0,1.332734,10000000.0,1.333
2012-09-25,12408809.922,13342380.322,13336720.0,1.334238,10000000.0,1.333
2012-09-26,12338873.922,13267180.322,13261520.0,1.326718,10000000.0,1.334
2012-09-27,12482242.722,13421340.322,13415680.0,1.342134,10000000.0,1.327
2012-09-28,12583649.922,13530380.322,13524720.0,1.353038,10000000.0,1.342
2012-10-08,12789961.122,13752220.322,13746560.0,1.375222,10000000.0,1.353
2012-10-09,12828425.922,13793580.322,13787920.0,1.379358,10000000.0,1.375
2012-10-10,12880877.922,13849980.322,13844320.0,1.384998,10000000.0,1.379
2012-10-11,13664718.319,13664718.319,0.0,1.366472,10000000.0,1.385
2012-10-12,13664718.319,13664718.319,0.0,1.366472,10000000.0,1.366
2012-10-15,12704621.981,13659941.381,13647420.0,1.365994,10000000.0,1.366
2012-10-16,12807377.681,13770431.381,13757910.0,1.377043,10000000.0,1.366
2012-10-17,12903046.781,13873301.381,13860780.0,1.38733,10000000.0,1.377
2012-10-18,12931393.181,13903781.381,13891260.0,1.390378,10000000.0,1.387
2012-10-19,12924306.581,13896161.381,13883640.0,1.389616,10000000.0,1.39
2012-10-22,13048322.081,14029511.381,14016990.0,1.402951,10000000.0,1.39
2012-10-23,13864641.788,13864641.788,0.0,1.386464,10000000.0,1.403
2012-10-24,13864641.788,13864641.788,0.0,1.386464,10000000.0,1.386
2012-10-25,12891487.078,13859799.878,13833040.0,1.38598,10000000.0,1.386
2012-10-26,12905474.278,13874839.878,13848080.0,1.387484,10000000.0,1.386
2012-10-29,13629437.614,13629437.614,0.0,1.362944,10000000.0,1.387
2012-10-30,13629437.614,13629437.614,0.0,1.362944,10000000.0,1.363
2012-10-31,12670743.33,13624668.33,-13627500.0,1.362467,10000000.0,1.363
2012-11-01,13451089.298,13451089.298,0.0,1.345109,10000000.0,1.362
2012-11-02,13451089.298,13451089.298,0.0,1.345109,10000000.0,1.345
2012-11-05,12505916.982,13446387.282,-13435290.0,1.344639,10000000.0,1.345
2012-11-06,12501968.682,13442697.282,-13438980.0,1.34427,10000000.0,1.345
2012-11-07,12533555.082,13472217.282,-13409460.0,1.347222,10000000.0,1.344
2012-11-08,12561193.182,13498047.282,-13383630.0,1.349805,10000000.0,1.347
2012-11-09,12509865.282,13450077.282,-13431600.0,1.345008,10000000.0,1.35
2012-11-12,12410634.687,13344731.487,13344240.0,1.334473,10000000.0,1.345
2012-11-13,12343789.299,13273554.499,-13282360.0,1.327355,10000000.0,1.334
2012-11-14,12371052.899,13299034.499,-13256880.0,1.329903,10000000.0,1.327
2012-11-15,12363263.299,13291754.499,-13264160.0,1.329175,10000000.0,1.33
2012-11-16,12367158.099,13295394.499,-13260520.0,1.329539,10000000.0,1.329
2012-11-19,12752743.299,13655754.499,-12900160.0,1.365575,10000000.0,1.33
2012-11-20,12721584.899,13626634.499,-12929280.0,1.362663,10000000.0,1.366
2012-11-21,12651478.499,13561114.499,-12994800.0,1.356111,10000000.0,1.363
2012-11-22,12674847.299,13582954.499,-12972960.0,1.358295,10000000.0,1.356
2012-11-23,12647583.699,13557474.499,-12998440.0,1.355747,10000000.0,1.358
2012-11-26,12717690.099,13622994.499,-12932920.0,1.362299,10000000.0,1.356
2012-11-27,12780006.899,13681234.499,-12874680.0,1.368123,10000000.0,1.362
