date,order_book_id,symbol,margin,margin_rate,contract_multiplier,last_price,buy_pnl,buy_margin,buy_quantity,buy_avg_open_price,sell_pnl,sell_margin,sell_quantity,sell_avg_open_price
2010-07-07,RB1010,ÂÝÎÆ¸Ö1010,752160.5,0.07,10.0,3965.0,0.0,0.0,0.0,0.0,308885.8,752160.5,271.0,4078.98
2010-07-08,RB1010,ÂÝÎÆ¸Ö1010,746469.5,0.07,10.0,3935.0,0.0,0.0,0.0,0.0,390185.8,746469.5,271.0,4078.98
2010-07-09,RB1010,ÂÝÎÆ¸Ö1010,749315.0,0.07,10.0,3950.0,0.0,0.0,0.0,0.0,349535.8,749315.0,271.0,4078.98
2010-07-12,RB1010,ÂÝÎÆ¸Ö1010,747987.1,0.07,10.0,3943.0,0.0,0.0,0.0,0.0,368505.8,747987.1,271.0,4078.98
2010-07-13,RB1010,ÂÝÎÆ¸Ö1010,743054.9,0.07,10.0,3917.0,0.0,0.0,0.0,0.0,438965.8,743054.9,271.0,4078.98
2010-07-14,RB1010,ÂÝÎÆ¸Ö1010,740968.2,0.07,10.0,3906.0,0.0,0.0,0.0,0.0,468775.8,740968.2,271.0,4078.98
2010-07-15,RB1010,ÂÝÎÆ¸Ö1010,741537.3,0.07,10.0,3909.0,0.0,0.0,0.0,0.0,460645.8,741537.3,271.0,4078.98
2010-07-16,RB1010,ÂÝÎÆ¸Ö1010,742865.2,0.07,10.0,3916.0,0.0,0.0,0.0,0.0,441675.8,742865.2,271.0,4078.98
2010-07-19,RB1010,ÂÝÎÆ¸Ö1010,0.0,0.07,10.0,3966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4078.98
2010-07-21,RB1101,ÂÝÎÆ¸Ö1101,795300.8,0.07,10.0,4177.0,-2840.36,795300.8,272.0,4178.044,-0.0,0.0,0.0,0.0
2010-07-22,RB1101,ÂÝÎÆ¸Ö1101,794539.2,0.07,10.0,4173.0,-13720.36,794539.2,272.0,4178.044,-0.0,0.0,0.0,0.0
