date,order_book_id,symbol,margin,margin_rate,contract_multiplier,last_price,buy_pnl,buy_margin,buy_quantity,buy_avg_open_price,sell_pnl,sell_margin,sell_quantity,sell_avg_open_price
2010-07-23,RB1101,ÂÝÎÆ¸Ö1101,804059.2,0.07,10.0,4223.0,122279.64,804059.2,272.0,4178.044,-0.0,0.0,0.0,0.0
2010-07-26,RB1101,ÂÝÎÆ¸Ö1101,802536.0,0.07,10.0,4215.0,100519.64,802536.0,272.0,4178.044,-0.0,0.0,0.0,0.0
2010-07-27,RB1101,ÂÝÎÆ¸Ö1101,0.0,0.07,10.0,4155.0,-0.0,0.0,0.0,4178.044,-0.0,0.0,0.0,0.0
2010-07-29,RB1101,ÂÝÎÆ¸Ö1101,790921.6,0.07,10.0,4216.0,-2824.72,790921.6,268.0,4217.054,-0.0,0.0,0.0,0.0
2010-07-30,RB1101,ÂÝÎÆ¸Ö1101,803866.0,0.07,10.0,4285.0,182095.28,803866.0,268.0,4217.054,-0.0,0.0,0.0,0.0
2010-08-02,RB1101,ÂÝÎÆ¸Ö1101,811745.2,0.07,10.0,4327.0,294655.28,811745.2,268.0,4217.054,-0.0,0.0,0.0,0.0
2010-08-03,RB1101,ÂÝÎÆ¸Ö1101,806304.8,0.07,10.0,4298.0,216935.28,806304.8,268.0,4217.054,-0.0,0.0,0.0,0.0
2010-08-04,RB1101,ÂÝÎÆ¸Ö1101,811182.4,0.07,10.0,4324.0,286615.28,811182.4,268.0,4217.054,-0.0,0.0,0.0,0.0
2010-08-05,RB1101,ÂÝÎÆ¸Ö1101,807055.2,0.07,10.0,4302.0,227655.28,807055.2,268.0,4217.054,-0.0,0.0,0.0,0.0
2010-08-06,RB1101,ÂÝÎÆ¸Ö1101,809869.2,0.07,10.0,4317.0,267855.28,809869.2,268.0,4217.054,-0.0,0.0,0.0,0.0
2010-08-09,RB1101,ÂÝÎÆ¸Ö1101,821500.4,0.07,10.0,4379.0,434015.28,821500.4,268.0,4217.054,-0.0,0.0,0.0,0.0
2010-08-10,RB1101,ÂÝÎÆ¸Ö1101,817373.2,0.07,10.0,4357.0,375055.28,817373.2,268.0,4217.054,-0.0,0.0,0.0,0.0
2010-08-11,RB1101,ÂÝÎÆ¸Ö1101,818123.6,0.07,10.0,4361.0,385775.28,818123.6,268.0,4217.054,-0.0,0.0,0.0,0.0
2010-08-12,RB1101,ÂÝÎÆ¸Ö1101,0.0,0.07,10.0,4301.0,0.0,0.0,0.0,4217.054,-0.0,0.0,0.0,0.0
2010-08-16,RB1101,ÂÝÎÆ¸Ö1101,805912.8,0.07,10.0,4361.0,-2878.26,805912.8,264.0,4362.09,-0.0,0.0,0.0,0.0
2010-08-17,RB1101,ÂÝÎÆ¸Ö1101,807021.6,0.07,10.0,4367.0,12961.74,807021.6,264.0,4362.09,-0.0,0.0,0.0,0.0
2010-08-18,RB1101,ÂÝÎÆ¸Ö1101,805912.8,0.07,10.0,4361.0,-2878.26,805912.8,264.0,4362.09,-0.0,0.0,0.0,0.0
2010-08-19,RB1101,ÂÝÎÆ¸Ö1101,806652.0,0.07,10.0,4365.0,7681.74,806652.0,264.0,4362.09,-0.0,0.0,0.0,0.0
2010-08-20,RB1101,ÂÝÎÆ¸Ö1101,0.0,0.07,10.0,4311.0,-0.0,0.0,0.0,4362.09,-0.0,0.0,0.0,0.0
2010-08-24,RB1101,ÂÝÎÆ¸Ö1101,795048.8,0.07,10.0,4238.0,0.0,0.0,0.0,0.0,-2839.46,795048.8,268.0,4236.94
2010-08-25,RB1101,ÂÝÎÆ¸Ö1101,792610.0,0.07,10.0,4225.0,0.0,0.0,0.0,0.0,32000.54,792610.0,268.0,4236.94
2010-08-26,RB1101,ÂÝÎÆ¸Ö1101,798613.2,0.07,10.0,4257.0,0.0,0.0,0.0,0.0,-53759.46,798613.2,268.0,4236.94
2010-08-27,RB1101,ÂÝÎÆ¸Ö1101,800676.8,0.07,10.0,4268.0,0.0,0.0,0.0,0.0,-83239.46,800676.8,268.0,4236.94
2010-08-30,RB1101,ÂÝÎÆ¸Ö1101,0.0,0.07,10.0,4333.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,4236.94
2010-09-01,RB1101,ÂÝÎÆ¸Ö1101,776832.0,0.07,10.0,4352.0,-2774.4,776832.0,255.0,4353.088,-0.0,0.0,0.0,0.0
2010-09-02,RB1101,ÂÝÎÆ¸Ö1101,782901.0,0.07,10.0,4386.0,83925.6,782901.0,255.0,4353.088,-0.0,0.0,0.0,0.0
2010-09-03,RB1101,ÂÝÎÆ¸Ö1101,779152.5,0.07,10.0,4365.0,30375.6,779152.5,255.0,4353.088,-0.0,0.0,0.0,0.0
2010-09-06,RB1101,ÂÝÎÆ¸Ö1101,818244.0,0.07,10.0,4584.0,588825.6,818244.0,255.0,4353.088,-0.0,0.0,0.0,0.0
2010-09-07,RB1101,ÂÝÎÆ¸Ö1101,815388.0,0.07,10.0,4568.0,548025.6,815388.0,255.0,4353.088,-0.0,0.0,0.0,0.0
2010-09-08,RB1101,ÂÝÎÆ¸Ö1101,810033.0,0.07,10.0,4538.0,471525.6,810033.0,255.0,4353.088,-0.0,0.0,0.0,0.0
2010-09-09,RB1101,ÂÝÎÆ¸Ö1101,0.0,0.07,10.0,4439.0,0.0,0.0,0.0,4353.088,-0.0,0.0,0.0,0.0
2010-09-13,RB1101,ÂÝÎÆ¸Ö1101,790448.4,0.07,10.0,4481.0,-2823.03,790448.4,252.0,4482.12,-0.0,0.0,0.0,0.0
2010-09-14,RB1101,ÂÝÎÆ¸Ö1101,0.0,0.07,10.0,4418.0,-0.0,0.0,0.0,4482.12,-0.0,0.0,0.0,0.0
2010-09-16,RB1101,ÂÝÎÆ¸Ö1101,779331.0,0.07,10.0,4366.0,0.0,0.0,0.0,0.0,-2783.325,779331.0,255.0,4364.908
2010-09-17,RB1101,ÂÝÎÆ¸Ö1101,778081.5,0.07,10.0,4359.0,0.0,0.0,0.0,0.0,15066.675,778081.5,255.0,4364.908
